,var,med
699,Zm00001d025194,Zm00001d025194
700,Zm00001d026515,Zm00001d026515
701,Zm00001d023309,Zm00001d023309
702,Zm00001d025226,Zm00001d025226
703,Zm00001d023402,Zm00001d023402
704,Zm00001d026002,Zm00001d026002
705,Zm00001d026516,Zm00001d026516
706,Zm00001d023818,Zm00001d023818
707,Zm00001d024355,Zm00001d024355
708,Zm00001d025392,Zm00001d025392
709,Zm00001d024819,Zm00001d024819
710,Zm00001d025019,Zm00001d025019
711,Zm00001d023684,Zm00001d023684
712,Zm00001d026032,Zm00001d026032
713,Zm00001d024195,Zm00001d024195
714,Zm00001d024998,Zm00001d024998
715,Zm00001d025580,Zm00001d025580
716,Zm00001d025828,Zm00001d025828
717,Zm00001d024012,Zm00001d024012
718,Zm00001d025287,Zm00001d025287
719,Zm00001d025222,Zm00001d025222
720,Zm00001d025667,Zm00001d025667
721,Zm00001d026363,Zm00001d026363
722,Zm00001d024519,Zm00001d024519
723,Zm00001d024308,Zm00001d024308
724,Zm00001d023907,Zm00001d023907
725,Zm00001d024051,Zm00001d024051
726,Zm00001d025441,Zm00001d025441
727,Zm00001d025112,Zm00001d025112
728,Zm00001d025587,Zm00001d025587
729,Zm00001d023903,Zm00001d023903
730,Zm00001d023227,Zm00001d023227
731,Zm00001d023836,Zm00001d023836
732,Zm00001d025759,Zm00001d025759
733,Zm00001d026254,Zm00001d026254
734,Zm00001d023266,Zm00001d023266
735,Zm00001d024999,Zm00001d024999
736,Zm00001d024411,Zm00001d024411
737,Zm00001d023579,Zm00001d023579
738,Zm00001d023443,Zm00001d023443
739,Zm00001d026490,Zm00001d026490
740,Zm00001d025079,Zm00001d025079
741,Zm00001d026634,Zm00001d026634
742,Zm00001d024248,Zm00001d024248
743,Zm00001d025638,Zm00001d025638
744,Zm00001d023800,Zm00001d023800
745,Zm00001d023210,Zm00001d023210
746,Zm00001d025094,Zm00001d025094
747,Zm00001d026255,Zm00001d026255
748,Zm00001d026551,Zm00001d026551
749,Zm00001d023541,Zm00001d023541
750,Zm00001d026697,Zm00001d026697
751,Zm00001d024145,Zm00001d024145
752,Zm00001d025691,Zm00001d025691
753,Zm00001d026459,Zm00001d026459
754,Zm00001d025794,Zm00001d025794
755,Zm00001d026246,Zm00001d026246
756,Zm00001d023273,Zm00001d023273
757,Zm00001d024827,Zm00001d024827
758,Zm00001d026060,Zm00001d026060
759,Zm00001d023406,Zm00001d023406
760,Zm00001d026467,Zm00001d026467
761,Zm00001d023753,Zm00001d023753
762,Zm00001d025549,Zm00001d025549
763,Zm00001d023371,Zm00001d023371
764,Zm00001d026623,Zm00001d026623
765,Zm00001d026343,Zm00001d026343
766,Zm00001d024493,Zm00001d024493
767,Zm00001d023944,Zm00001d023944
768,Zm00001d026374,Zm00001d026374
769,Zm00001d026117,Zm00001d026117
770,Zm00001d024281,Zm00001d024281
771,Zm00001d023424,Zm00001d023424
772,Zm00001d025479,Zm00001d025479
773,Zm00001d026321,Zm00001d026321
774,Zm00001d024611,Zm00001d024611
775,Zm00001d024767,Zm00001d024767
776,Zm00001d025720,Zm00001d025720
777,Zm00001d023451,Zm00001d023451
778,Zm00001d025871,Zm00001d025871
779,Zm00001d023694,Zm00001d023694
780,Zm00001d024850,Zm00001d024850
781,Zm00001d023254,Zm00001d023254
782,Zm00001d023498,Zm00001d023498
783,Zm00001d026579,Zm00001d026579
784,Zm00001d024728,Zm00001d024728
785,Zm00001d026122,Zm00001d026122
786,Zm00001d023851,Zm00001d023851
787,Zm00001d025037,Zm00001d025037
788,Zm00001d023220,Zm00001d023220
789,Zm00001d024762,Zm00001d024762
790,Zm00001d025891,Zm00001d025891
791,Zm00001d026473,Zm00001d026473
792,Zm00001d026687,Zm00001d026687
793,Zm00001d023858,Zm00001d023858
794,Zm00001d025577,Zm00001d025577
795,Zm00001d024533,Zm00001d024533
796,Zm00001d026313,Zm00001d026313
797,Zm00001d025887,Zm00001d025887
798,Zm00001d025233,Zm00001d025233
799,Zm00001d023313,Zm00001d023313
800,Zm00001d024646,Zm00001d024646
801,Zm00001d024418,Zm00001d024418
802,Zm00001d025596,Zm00001d025596
803,Zm00001d025603,Zm00001d025603
804,Zm00001d026381,Zm00001d026381
805,Zm00001d025433,Zm00001d025433
806,Zm00001d025564,Zm00001d025564
807,Zm00001d024125,Zm00001d024125
808,Zm00001d024652,Zm00001d024652
809,Zm00001d025588,Zm00001d025588
810,Zm00001d025206,Zm00001d025206
811,Zm00001d024320,Zm00001d024320
812,Zm00001d024227,Zm00001d024227
813,Zm00001d026524,Zm00001d026524
814,Zm00001d023631,Zm00001d023631
815,Zm00001d023995,Zm00001d023995
816,Zm00001d023974,Zm00001d023974
817,Zm00001d025227,Zm00001d025227
818,Zm00001d026391,Zm00001d026391
819,Zm00001d023629,Zm00001d023629
820,Zm00001d025419,Zm00001d025419
821,Zm00001d023711,Zm00001d023711
822,Zm00001d024398,Zm00001d024398
823,Zm00001d026251,Zm00001d026251
824,Zm00001d025145,Zm00001d025145
825,Zm00001d026135,Zm00001d026135
826,Zm00001d024898,Zm00001d024898
827,Zm00001d023342,Zm00001d023342
828,Zm00001d025906,Zm00001d025906
829,Zm00001d023466,Zm00001d023466
830,Zm00001d026148,Zm00001d026148
831,Zm00001d023681,Zm00001d023681
832,Zm00001d025349,Zm00001d025349
833,Zm00001d025993,Zm00001d025993
834,Zm00001d025091,Zm00001d025091
835,Zm00001d025830,Zm00001d025830
836,Zm00001d026018,Zm00001d026018
837,Zm00001d025542,Zm00001d025542
838,Zm00001d024438,Zm00001d024438
839,Zm00001d025700,Zm00001d025700
840,Zm00001d026280,Zm00001d026280
841,Zm00001d025210,Zm00001d025210
842,Zm00001d023923,Zm00001d023923
843,Zm00001d026589,Zm00001d026589
844,Zm00001d023496,Zm00001d023496
845,Zm00001d024166,Zm00001d024166
846,Zm00001d026654,Zm00001d026654
847,Zm00001d023888,Zm00001d023888
848,Zm00001d023792,Zm00001d023792
849,Zm00001d026705,Zm00001d026705
850,Zm00001d025125,Zm00001d025125
851,Zm00001d025519,Zm00001d025519
852,Zm00001d023470,Zm00001d023470
853,Zm00001d024001,Zm00001d024001
854,Zm00001d024716,Zm00001d024716
855,Zm00001d026530,Zm00001d026530
856,Zm00001d025819,Zm00001d025819
857,Zm00001d023411,Zm00001d023411
858,Zm00001d023485,Zm00001d023485
859,Zm00001d025927,Zm00001d025927
860,Zm00001d026407,Zm00001d026407
861,Zm00001d025377,Zm00001d025377
862,Zm00001d025997,Zm00001d025997
863,Zm00001d024521,Zm00001d024521
864,Zm00001d023698,Zm00001d023698
865,Zm00001d023557,Zm00001d023557
866,Zm00001d025781,Zm00001d025781
867,Zm00001d023368,Zm00001d023368
868,Zm00001d025120,Zm00001d025120
869,Zm00001d025722,Zm00001d025722
870,Zm00001d026364,Zm00001d026364
871,Zm00001d023749,Zm00001d023749
872,Zm00001d023238,Zm00001d023238
873,Zm00001d024674,Zm00001d024674
874,Zm00001d024488,Zm00001d024488
875,Zm00001d024185,Zm00001d024185
876,Zm00001d026369,Zm00001d026369
877,Zm00001d023393,Zm00001d023393
878,Zm00001d023603,Zm00001d023603
879,Zm00001d025749,Zm00001d025749
880,Zm00001d026072,Zm00001d026072
881,Zm00001d024634,Zm00001d024634
882,Zm00001d024733,Zm00001d024733
883,Zm00001d025249,Zm00001d025249
884,Zm00001d025899,Zm00001d025899
885,Zm00001d026263,Zm00001d026263
886,Zm00001d026519,Zm00001d026519
887,Zm00001d023612,Zm00001d023612
888,Zm00001d024469,Zm00001d024469
889,Zm00001d023910,Zm00001d023910
890,Zm00001d026483,Zm00001d026483
891,Zm00001d025057,Zm00001d025057
892,Zm00001d025413,Zm00001d025413
893,Zm00001d024499,Zm00001d024499
894,Zm00001d024266,Zm00001d024266
895,Zm00001d023520,Zm00001d023520
896,Zm00001d024018,Zm00001d024018
897,Zm00001d024830,Zm00001d024830
898,Zm00001d023863,Zm00001d023863
899,Zm00001d024647,Zm00001d024647
900,Zm00001d024443,Zm00001d024443
901,Zm00001d026055,Zm00001d026055
902,Zm00001d025685,Zm00001d025685
903,Zm00001d024220,Zm00001d024220
904,Zm00001d025409,Zm00001d025409
905,Zm00001d025118,Zm00001d025118
906,Zm00001d025703,Zm00001d025703
907,Zm00001d024465,Zm00001d024465
908,Zm00001d024720,Zm00001d024720
909,Zm00001d026584,Zm00001d026584
910,Zm00001d023439,Zm00001d023439
911,Zm00001d025544,Zm00001d025544
912,Zm00001d026522,Zm00001d026522
913,Zm00001d025713,Zm00001d025713
914,Zm00001d024547,Zm00001d024547
915,Zm00001d025765,Zm00001d025765
916,Zm00001d023376,Zm00001d023376
917,Zm00001d024311,Zm00001d024311
918,Zm00001d024708,Zm00001d024708
919,Zm00001d025860,Zm00001d025860
920,Zm00001d023418,Zm00001d023418
921,Zm00001d026069,Zm00001d026069
922,Zm00001d024643,Zm00001d024643
923,Zm00001d024379,Zm00001d024379
924,Zm00001d026250,Zm00001d026250
925,Zm00001d025808,Zm00001d025808
926,Zm00001d026335,Zm00001d026335
927,Zm00001d024614,Zm00001d024614
928,Zm00001d024919,Zm00001d024919
929,Zm00001d023801,Zm00001d023801
930,Zm00001d024350,Zm00001d024350
931,Zm00001d024134,Zm00001d024134
932,Zm00001d024977,Zm00001d024977
933,Zm00001d026328,Zm00001d026328
934,Zm00001d025428,Zm00001d025428
935,Zm00001d025402,Zm00001d025402
936,Zm00001d024623,Zm00001d024623
937,Zm00001d025913,Zm00001d025913
938,Zm00001d024199,Zm00001d024199
939,Zm00001d026028,Zm00001d026028
940,Zm00001d023984,Zm00001d023984
941,Zm00001d025624,Zm00001d025624
942,Zm00001d025655,Zm00001d025655
943,Zm00001d025574,Zm00001d025574
944,Zm00001d026649,Zm00001d026649
945,Zm00001d025451,Zm00001d025451
946,Zm00001d025567,Zm00001d025567
947,Zm00001d026598,Zm00001d026598
948,Zm00001d026536,Zm00001d026536
949,Zm00001d024424,Zm00001d024424
950,Zm00001d026187,Zm00001d026187
951,Zm00001d025362,Zm00001d025362
952,Zm00001d023728,Zm00001d023728
953,Zm00001d024969,Zm00001d024969
954,Zm00001d023516,Zm00001d023516
955,Zm00001d025243,Zm00001d025243
956,Zm00001d025842,Zm00001d025842
957,Zm00001d024800,Zm00001d024800
958,Zm00001d024417,Zm00001d024417
959,Zm00001d025604,Zm00001d025604
960,Zm00001d025232,Zm00001d025232
961,Zm00001d025201,Zm00001d025201
962,Zm00001d025771,Zm00001d025771
963,Zm00001d023318,Zm00001d023318
964,Zm00001d024460,Zm00001d024460
965,Zm00001d024057,Zm00001d024057
966,Zm00001d024602,Zm00001d024602
967,Zm00001d024140,Zm00001d024140
968,Zm00001d023211,Zm00001d023211
969,Zm00001d025430,Zm00001d025430
970,Zm00001d026287,Zm00001d026287
971,Zm00001d026489,Zm00001d026489
972,Zm00001d026546,Zm00001d026546
973,Zm00001d024151,Zm00001d024151
974,Zm00001d026355,Zm00001d026355
975,Zm00001d023870,Zm00001d023870
976,Zm00001d025162,Zm00001d025162
977,Zm00001d025367,Zm00001d025367
978,Zm00001d026379,Zm00001d026379
979,Zm00001d025941,Zm00001d025941
980,Zm00001d024272,Zm00001d024272
981,Zm00001d024864,Zm00001d024864
982,Zm00001d025921,Zm00001d025921
983,Zm00001d026617,Zm00001d026617
984,Zm00001d023423,Zm00001d023423
985,Zm00001d023223,Zm00001d023223
986,Zm00001d024359,Zm00001d024359
987,Zm00001d026398,Zm00001d026398
988,Zm00001d025922,Zm00001d025922
989,Zm00001d026578,Zm00001d026578
990,Zm00001d023374,Zm00001d023374
991,Zm00001d023301,Zm00001d023301
992,Zm00001d024645,Zm00001d024645
993,Zm00001d025260,Zm00001d025260
994,Zm00001d025152,Zm00001d025152
995,Zm00001d023915,Zm00001d023915
996,Zm00001d026104,Zm00001d026104
997,Zm00001d024786,Zm00001d024786
998,Zm00001d025027,Zm00001d025027
999,Zm00001d024755,Zm00001d024755
1000,Zm00001d025711,Zm00001d025711
1001,Zm00001d024839,Zm00001d024839
1002,Zm00001d023461,Zm00001d023461
1003,Zm00001d023432,Zm00001d023432
1004,Zm00001d025298,Zm00001d025298
1005,Zm00001d023253,Zm00001d023253
1006,Zm00001d025086,Zm00001d025086
1007,Zm00001d026337,Zm00001d026337
1008,Zm00001d026256,Zm00001d026256
1009,Zm00001d023556,Zm00001d023556
1010,Zm00001d025892,Zm00001d025892
1011,Zm00001d026223,Zm00001d026223
1012,Zm00001d025750,Zm00001d025750
1013,Zm00001d026361,Zm00001d026361
1014,Zm00001d025366,Zm00001d025366
1015,Zm00001d026562,Zm00001d026562
1016,Zm00001d024444,Zm00001d024444
1017,Zm00001d024697,Zm00001d024697
1018,Zm00001d024675,Zm00001d024675
1019,Zm00001d025359,Zm00001d025359
1020,Zm00001d024511,Zm00001d024511
1021,Zm00001d025522,Zm00001d025522
1022,Zm00001d026558,Zm00001d026558
1023,Zm00001d025697,Zm00001d025697
1024,Zm00001d026618,Zm00001d026618
1025,Zm00001d026038,Zm00001d026038
1026,Zm00001d024126,Zm00001d024126
1027,Zm00001d023479,Zm00001d023479
1028,Zm00001d023523,Zm00001d023523
1029,Zm00001d024534,Zm00001d024534
1030,Zm00001d024917,Zm00001d024917
1031,Zm00001d024386,Zm00001d024386
1032,Zm00001d023336,Zm00001d023336
1033,Zm00001d026582,Zm00001d026582
1034,Zm00001d025661,Zm00001d025661
1035,Zm00001d024361,Zm00001d024361
1036,Zm00001d023587,Zm00001d023587
1037,Zm00001d023617,Zm00001d023617
1038,Zm00001d024637,Zm00001d024637
1039,Zm00001d025639,Zm00001d025639
1040,Zm00001d024709,Zm00001d024709
1041,Zm00001d024562,Zm00001d024562
1042,Zm00001d024476,Zm00001d024476
1043,Zm00001d025416,Zm00001d025416
1044,Zm00001d025686,Zm00001d025686
1045,Zm00001d024528,Zm00001d024528
1046,Zm00001d024600,Zm00001d024600
1047,Zm00001d024481,Zm00001d024481
1048,Zm00001d024973,Zm00001d024973
1049,Zm00001d024256,Zm00001d024256
1050,Zm00001d024062,Zm00001d024062
1051,Zm00001d025213,Zm00001d025213
1052,Zm00001d025493,Zm00001d025493
1053,Zm00001d023992,Zm00001d023992
1054,Zm00001d026016,Zm00001d026016
1055,Zm00001d025548,Zm00001d025548
1056,Zm00001d025795,Zm00001d025795
1057,Zm00001d025971,Zm00001d025971
1058,Zm00001d026700,Zm00001d026700
1059,Zm00001d026083,Zm00001d026083
1060,Zm00001d026630,Zm00001d026630
1061,Zm00001d025977,Zm00001d025977
1062,Zm00001d025511,Zm00001d025511
1063,Zm00001d024365,Zm00001d024365
1064,Zm00001d024201,Zm00001d024201
1065,Zm00001d025531,Zm00001d025531
1066,Zm00001d023595,Zm00001d023595
1067,Zm00001d023781,Zm00001d023781
1068,Zm00001d026427,Zm00001d026427
1069,Zm00001d025469,Zm00001d025469
1070,Zm00001d024174,Zm00001d024174
1071,Zm00001d024619,Zm00001d024619
1072,Zm00001d025825,Zm00001d025825
1073,Zm00001d025870,Zm00001d025870
1074,Zm00001d024573,Zm00001d024573
1075,Zm00001d026436,Zm00001d026436
1076,Zm00001d023228,Zm00001d023228
1077,Zm00001d025904,Zm00001d025904
1078,Zm00001d024168,Zm00001d024168
1079,Zm00001d025247,Zm00001d025247
1080,Zm00001d025609,Zm00001d025609
1081,Zm00001d026006,Zm00001d026006
1082,Zm00001d025425,Zm00001d025425
1083,Zm00001d023362,Zm00001d023362
1084,Zm00001d025200,Zm00001d025200
1085,Zm00001d025355,Zm00001d025355
1086,Zm00001d026248,Zm00001d026248
1087,Zm00001d025964,Zm00001d025964
1088,Zm00001d024120,Zm00001d024120
1089,Zm00001d024553,Zm00001d024553
1090,Zm00001d026621,Zm00001d026621
1091,Zm00001d023353,Zm00001d023353
1092,Zm00001d025288,Zm00001d025288
1093,Zm00001d025861,Zm00001d025861
1094,Zm00001d025040,Zm00001d025040
1095,Zm00001d025644,Zm00001d025644
1096,Zm00001d025651,Zm00001d025651
1097,Zm00001d025805,Zm00001d025805
1098,Zm00001d025384,Zm00001d025384
1099,Zm00001d025782,Zm00001d025782
1100,Zm00001d025666,Zm00001d025666
1101,Zm00001d024628,Zm00001d024628
1102,Zm00001d025255,Zm00001d025255
1103,Zm00001d026295,Zm00001d026295
1104,Zm00001d024693,Zm00001d024693
1105,Zm00001d023985,Zm00001d023985
1106,Zm00001d026305,Zm00001d026305
1107,Zm00001d023305,Zm00001d023305
1108,Zm00001d025673,Zm00001d025673
1109,Zm00001d025055,Zm00001d025055
1110,Zm00001d026681,Zm00001d026681
1111,Zm00001d023416,Zm00001d023416
1112,Zm00001d023839,Zm00001d023839
1113,Zm00001d026188,Zm00001d026188
1114,Zm00001d024245,Zm00001d024245
1115,Zm00001d025984,Zm00001d025984
1116,Zm00001d023208,Zm00001d023208
1117,Zm00001d025734,Zm00001d025734
1118,Zm00001d026128,Zm00001d026128
1119,Zm00001d025124,Zm00001d025124
1120,Zm00001d024223,Zm00001d024223
1121,Zm00001d024544,Zm00001d024544
1122,Zm00001d025291,Zm00001d025291
1123,Zm00001d026086,Zm00001d026086
1124,Zm00001d024394,Zm00001d024394
1125,Zm00001d024904,Zm00001d024904
1126,Zm00001d026205,Zm00001d026205
1127,Zm00001d026453,Zm00001d026453
1128,Zm00001d024894,Zm00001d024894
1129,Zm00001d025715,Zm00001d025715
1130,Zm00001d026712,Zm00001d026712
1131,Zm00001d025483,Zm00001d025483
1132,Zm00001d023294,Zm00001d023294
1133,Zm00001d026021,Zm00001d026021
1134,Zm00001d023760,Zm00001d023760
1135,Zm00001d024047,Zm00001d024047
1136,Zm00001d026396,Zm00001d026396
1137,Zm00001d026531,Zm00001d026531
1138,Zm00001d025146,Zm00001d025146
1139,Zm00001d026143,Zm00001d026143
1140,Zm00001d025696,Zm00001d025696
1141,Zm00001d024593,Zm00001d024593
1142,Zm00001d026045,Zm00001d026045
1143,Zm00001d024482,Zm00001d024482
1144,Zm00001d025966,Zm00001d025966
1145,Zm00001d026034,Zm00001d026034
1146,Zm00001d026477,Zm00001d026477
1147,Zm00001d024587,Zm00001d024587
1148,Zm00001d026637,Zm00001d026637
1149,Zm00001d024463,Zm00001d024463
1150,Zm00001d025623,Zm00001d025623
1151,Zm00001d023871,Zm00001d023871
1152,Zm00001d025893,Zm00001d025893
1153,Zm00001d025741,Zm00001d025741
1154,Zm00001d025690,Zm00001d025690
1155,Zm00001d023322,Zm00001d023322
1156,Zm00001d023677,Zm00001d023677
1157,Zm00001d024518,Zm00001d024518
1158,Zm00001d024344,Zm00001d024344
1159,Zm00001d024471,Zm00001d024471
1160,Zm00001d025796,Zm00001d025796
1161,Zm00001d025689,Zm00001d025689
1162,Zm00001d024092,Zm00001d024092
1163,Zm00001d025547,Zm00001d025547
1164,Zm00001d025918,Zm00001d025918
1165,Zm00001d025191,Zm00001d025191
1166,Zm00001d023941,Zm00001d023941
1167,Zm00001d023267,Zm00001d023267
1168,Zm00001d024739,Zm00001d024739
1169,Zm00001d024194,Zm00001d024194
1170,Zm00001d026440,Zm00001d026440
1171,Zm00001d024591,Zm00001d024591
1172,Zm00001d023918,Zm00001d023918
1173,Zm00001d023573,Zm00001d023573
1174,Zm00001d023822,Zm00001d023822
1175,Zm00001d024853,Zm00001d024853
1176,Zm00001d023422,Zm00001d023422
1177,Zm00001d023882,Zm00001d023882
1178,Zm00001d025104,Zm00001d025104
1179,Zm00001d024321,Zm00001d024321
1180,Zm00001d023754,Zm00001d023754
1181,Zm00001d026460,Zm00001d026460
1182,Zm00001d025838,Zm00001d025838
1183,Zm00001d024293,Zm00001d024293
1184,Zm00001d024063,Zm00001d024063
1185,Zm00001d023419,Zm00001d023419
1186,Zm00001d024946,Zm00001d024946
1187,Zm00001d025117,Zm00001d025117
1188,Zm00001d023252,Zm00001d023252
1189,Zm00001d026521,Zm00001d026521
1190,Zm00001d024170,Zm00001d024170
1191,Zm00001d025532,Zm00001d025532
1192,Zm00001d024390,Zm00001d024390
1193,Zm00001d024535,Zm00001d024535
1194,Zm00001d026449,Zm00001d026449
1195,Zm00001d025129,Zm00001d025129
1196,Zm00001d026176,Zm00001d026176
1197,Zm00001d026506,Zm00001d026506
1198,Zm00001d023830,Zm00001d023830
1199,Zm00001d026207,Zm00001d026207
1200,Zm00001d023247,Zm00001d023247
1201,Zm00001d025640,Zm00001d025640
1202,Zm00001d025231,Zm00001d025231
1203,Zm00001d026597,Zm00001d026597
1204,Zm00001d025496,Zm00001d025496
1205,Zm00001d026537,Zm00001d026537
1206,Zm00001d023517,Zm00001d023517
1207,Zm00001d023689,Zm00001d023689
1208,Zm00001d023304,Zm00001d023304
1209,Zm00001d025462,Zm00001d025462
1210,Zm00001d023639,Zm00001d023639
1211,Zm00001d024495,Zm00001d024495
1212,Zm00001d025681,Zm00001d025681
1213,Zm00001d024336,Zm00001d024336
1214,Zm00001d025656,Zm00001d025656
1215,Zm00001d025566,Zm00001d025566
1216,Zm00001d024368,Zm00001d024368
1217,Zm00001d026192,Zm00001d026192
1218,Zm00001d026116,Zm00001d026116
1219,Zm00001d024204,Zm00001d024204
1220,Zm00001d025427,Zm00001d025427
1221,Zm00001d026124,Zm00001d026124
1222,Zm00001d024456,Zm00001d024456
1223,Zm00001d023564,Zm00001d023564
1224,Zm00001d025664,Zm00001d025664
1225,Zm00001d025912,Zm00001d025912
1226,Zm00001d023976,Zm00001d023976
1227,Zm00001d023767,Zm00001d023767
1228,Zm00001d025712,Zm00001d025712
1229,Zm00001d024192,Zm00001d024192
1230,Zm00001d023969,Zm00001d023969
1231,Zm00001d024941,Zm00001d024941
1232,Zm00001d026057,Zm00001d026057
1233,Zm00001d023272,Zm00001d023272
1234,Zm00001d024823,Zm00001d024823
1235,Zm00001d023240,Zm00001d023240
1236,Zm00001d024681,Zm00001d024681
1237,Zm00001d026552,Zm00001d026552
1238,Zm00001d026604,Zm00001d026604
1239,Zm00001d023261,Zm00001d023261
1240,Zm00001d023237,Zm00001d023237
1241,Zm00001d025209,Zm00001d025209
1242,Zm00001d025507,Zm00001d025507
1243,Zm00001d025723,Zm00001d025723
1244,Zm00001d026298,Zm00001d026298
1245,Zm00001d024216,Zm00001d024216
1246,Zm00001d023955,Zm00001d023955
1247,Zm00001d025551,Zm00001d025551
1248,Zm00001d024178,Zm00001d024178
1249,Zm00001d026676,Zm00001d026676
1250,Zm00001d023285,Zm00001d023285
1251,Zm00001d023506,Zm00001d023506
1252,Zm00001d025949,Zm00001d025949
1253,Zm00001d025502,Zm00001d025502
1254,Zm00001d025476,Zm00001d025476
1255,Zm00001d026424,Zm00001d026424
1256,Zm00001d026439,Zm00001d026439
1257,Zm00001d024371,Zm00001d024371
1258,Zm00001d023521,Zm00001d023521
1259,Zm00001d026518,Zm00001d026518
1260,Zm00001d025312,Zm00001d025312
1261,Zm00001d023962,Zm00001d023962
1262,Zm00001d026017,Zm00001d026017
1263,Zm00001d023580,Zm00001d023580
1264,Zm00001d024805,Zm00001d024805
1265,Zm00001d024407,Zm00001d024407
1266,Zm00001d024397,Zm00001d024397
1267,Zm00001d026406,Zm00001d026406
1268,Zm00001d024117,Zm00001d024117
1269,Zm00001d024319,Zm00001d024319
1270,Zm00001d024743,Zm00001d024743
1271,Zm00001d025354,Zm00001d025354
1272,Zm00001d024687,Zm00001d024687
1273,Zm00001d025090,Zm00001d025090
1274,Zm00001d023298,Zm00001d023298
1275,Zm00001d023513,Zm00001d023513
1276,Zm00001d024583,Zm00001d024583
1277,Zm00001d026346,Zm00001d026346
1278,Zm00001d023987,Zm00001d023987
1279,Zm00001d026594,Zm00001d026594
1280,Zm00001d023560,Zm00001d023560
1281,Zm00001d023640,Zm00001d023640
1282,Zm00001d023924,Zm00001d023924
1283,Zm00001d026711,Zm00001d026711
1284,Zm00001d026202,Zm00001d026202
1285,Zm00001d023343,Zm00001d023343
1286,Zm00001d025824,Zm00001d025824
1287,Zm00001d024980,Zm00001d024980
1288,Zm00001d025767,Zm00001d025767
1289,Zm00001d025228,Zm00001d025228
1290,Zm00001d024824,Zm00001d024824
1291,Zm00001d024303,Zm00001d024303
1292,Zm00001d023634,Zm00001d023634
1293,Zm00001d024075,Zm00001d024075
1294,Zm00001d026528,Zm00001d026528
1295,Zm00001d025141,Zm00001d025141
1296,Zm00001d026458,Zm00001d026458
1297,Zm00001d025098,Zm00001d025098
1298,Zm00001d026495,Zm00001d026495
1299,Zm00001d024522,Zm00001d024522
1300,Zm00001d025358,Zm00001d025358
1301,Zm00001d024412,Zm00001d024412
1302,Zm00001d024907,Zm00001d024907
1303,Zm00001d023394,Zm00001d023394
1304,Zm00001d023741,Zm00001d023741
1305,Zm00001d026061,Zm00001d026061
1306,Zm00001d024931,Zm00001d024931
1307,Zm00001d026620,Zm00001d026620
1308,Zm00001d026413,Zm00001d026413
1309,Zm00001d024855,Zm00001d024855
1310,Zm00001d024900,Zm00001d024900
1311,Zm00001d026319,Zm00001d026319
1312,Zm00001d026651,Zm00001d026651
1313,Zm00001d025554,Zm00001d025554
1314,Zm00001d025985,Zm00001d025985
1315,Zm00001d024242,Zm00001d024242
1316,Zm00001d026189,Zm00001d026189
1317,Zm00001d025614,Zm00001d025614
